canonical_id	representative_accession	representative_source	gcf_accession	gca_accession	pair_status	organism_name	tax_id	strain	assembly_level	assembly_status	refseq_category	genome_size_bp	gc_percent	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50	bioproject_accession	biosample_accession	submitter	release_date
CANON_01546	GCF_020193695.1	REFSEQ	GCF_020193695.1	GCA_020193695.1	paired	Bradyrhizobium sp. IC4061	2793808	IC4061	Contig	current		7976414	64	142	142	163788	163788	PRJNA679722	SAMN16844673	university of Oxford	2021-09-30
CANON_01547	GCF_000426845.1	REFSEQ	GCF_000426845.1	GCA_000426845.1	paired	Bradyrhizobium sp. in8p8	1304878	in8p8	Scaffold	current		7589915	64	53	52	378302	378302	PRJNA195876	SAMN02440647	DOE Joint Genome Institute	2013-07-11
CANON_01548	GCF_040446015.1	REFSEQ	GCF_040446015.1	GCA_040446015.1	paired	Bradyrhizobium sp. INPA03-11B	418598	INPA03-11B	Scaffold	current		8764073	64	285	281	57123	57646	PRJNA972658	SAMN35085249	Universidade Federal de Lavras	2024-07-01
CANON_01549	GCF_000421305.1	REFSEQ	GCF_000421305.1	GCA_000421305.1	paired	Bradyrhizobium sp. is5	1304879	is5	Contig	current		7588794	64	60	60	378224	378224	PRJNA195877	SAMN02440582	DOE Joint Genome Institute	2013-07-09
CANON_01550	GCF_029909955.1	REFSEQ	GCF_029909955.1	GCA_029909955.1	paired	Bradyrhizobium sp. ISRA426	2866191	ISRA426	Complete Genome	current		8569708	63	1	1	8569708	8569708	PRJNA742876	SAMN20568701	IRD	2023-05-01
CANON_01551	GCF_029909975.1	REFSEQ	GCF_029909975.1	GCA_029909975.1	paired	Bradyrhizobium sp. ISRA430	2866192	ISRA430	Complete Genome	current		8564906	63	1	1	8564906	8564906	PRJNA742876	SAMN20568702	IRD	2023-05-01
CANON_01552	GCF_029909995.1	REFSEQ	GCF_029909995.1	GCA_029909995.1	paired	Bradyrhizobium sp. ISRA432	2866193	ISRA432	Complete Genome	current		8569449	63	2	2	8522827	8522827	PRJNA742876	SAMN20568703	IRD	2023-05-01
CANON_01553	GCA_029910135.1	GENBANK		GCA_029910135.1	unpaired	Bradyrhizobium sp. ISRA435	2866194	ISRA435	Complete Genome	current		7831846	63.5	3	3	7513103	7513103	PRJNA742876	SAMN20568704	IRD	2023-05-01
CANON_01554	GCF_029910015.1	REFSEQ	GCF_029910015.1	GCA_029910015.1	paired	Bradyrhizobium sp. ISRA436	2866195	ISRA436	Complete Genome	current		7826442	63.5	2	2	7509779	7509779	PRJNA742876	SAMN20568705	IRD	2023-05-01
CANON_01555	GCF_029910035.1	REFSEQ	GCF_029910035.1	GCA_029910035.1	paired	Bradyrhizobium sp. ISRA437	2866196	ISRA437	Complete Genome	current		7826830	63.5	2	2	7510167	7510167	PRJNA742876	SAMN20568706	IRD	2023-05-01
CANON_01556	GCF_038085055.1	REFSEQ	GCF_038085055.1	GCA_038085055.1	paired	Bradyrhizobium sp. ISRA442	2866197	ISRA442	Contig	current		8646185	63	83	83	349565	349565	PRJNA742876	SAMN20568707	IRD	2024-04-11
CANON_01557	GCF_029910055.1	REFSEQ	GCF_029910055.1	GCA_029910055.1	paired	Bradyrhizobium sp. ISRA443	2866198	ISRA443	Complete Genome	current		7825008	63.5	2	2	7508345	7508345	PRJNA742876	SAMN20568708	IRD	2023-05-01
CANON_01558	GCF_029910075.1	REFSEQ	GCF_029910075.1	GCA_029910075.1	paired	Bradyrhizobium sp. ISRA463	2866199	ISRA463	Complete Genome	current		8463285	63.5	1	1	8463285	8463285	PRJNA742876	SAMN20568709	IRD	2023-05-01
CANON_01559	GCF_029910095.1	REFSEQ	GCF_029910095.1	GCA_029910095.1	paired	Bradyrhizobium sp. ISRA464	2866200	ISRA464	Complete Genome	current		8462457	63.5	1	1	8462457	8462457	PRJNA742876	SAMN20568710	IRD	2023-05-01
CANON_01560	GCF_000464155.1	REFSEQ	GCF_000464155.1	GCA_000464155.2	paired	Bradyrhizobium sp. JGI 0001002-A22	1094929	JGI 0001002-A22	Contig	suppressed		1961262		67	67	70739	70739	PRJNA176070	SAMN02440699	DOE Joint Genome Institute	2013-10-29
CANON_01561	GCF_000485255.1	REFSEQ	GCF_000485255.1	GCA_000485255.1	paired	Bradyrhizobium sp. JGI 0001019-J21	1268345	JGI 0001019-J21	Contig	suppressed		1191681		106	106	20225	20225	PRJNA183579	SAMN02441098	DOE Joint Genome Institute	2013-10-25
CANON_01562	GCF_000485335.1	REFSEQ	GCF_000485335.1	GCA_000485335.1	paired	Bradyrhizobium sp. JGI 0001019-M21	1268334	JGI 0001019-M21	Contig	suppressed		236340		41	41	8965	8965	PRJNA183568	SAMN02441421	DOE Joint Genome Institute	2013-10-25
CANON_01563	GCF_056156565.1	REFSEQ	GCF_056156565.1	GCA_056156565.1	paired	Bradyrhizobium sp. JHI2711	3452153	JHI2711	Contig	current		7865882	64	47	47	2075325	2075325	PRJNA1293807	SAMN50045062	The James Hutton Institute	2026-03-19
CANON_01564	GCF_040548545.1	REFSEQ	GCF_040548545.1	GCA_040548545.1	paired	Bradyrhizobium sp. JR1.1	3156366	JR1.1	Contig	current		8801034	63	103	103	208910	208910	PRJNA1115452	SAMN41528314	DOE Joint Genome Institute	2024-07-08
CANON_01565	GCF_040548535.1	REFSEQ	GCF_040548535.1	GCA_040548535.1	paired	Bradyrhizobium sp. JR1.5	3156367	JR1.5	Contig	current		8804134	63	100	100	209167	209167	PRJNA1115453	SAMN41528199	DOE Joint Genome Institute	2024-07-08
CANON_01566	GCF_040548505.1	REFSEQ	GCF_040548505.1	GCA_040548505.1	paired	Bradyrhizobium sp. JR1.7	3156368	JR1.7	Contig	current		8965941	63	99	99	228494	228494	PRJNA1115454	SAMN41528365	DOE Joint Genome Institute	2024-07-08
CANON_01567	GCF_040548515.1	REFSEQ	GCF_040548515.1	GCA_040548515.1	paired	Bradyrhizobium sp. JR18.2	3156369	JR18.2	Contig	current		9446081	63.5	62	62	298120	298120	PRJNA1115455	SAMN41528315	DOE Joint Genome Institute	2024-07-08
CANON_01568	GCF_040547635.1	REFSEQ	GCF_040547635.1	GCA_040547635.1	paired	Bradyrhizobium sp. JR19.8	3156370	JR19.8	Contig	current		10015038	63.5	87	87	319646	319646	PRJNA1115456	SAMN41528338	DOE Joint Genome Institute	2024-07-08
CANON_01569	GCF_040548525.1	REFSEQ	GCF_040548525.1	GCA_040548525.1	paired	Bradyrhizobium sp. JR3.12	3156371	JR3.12	Contig	current		8903709	63	104	104	228494	228494	PRJNA1115457	SAMN41528200	DOE Joint Genome Institute	2024-07-08
CANON_01570	GCF_054057015.1	REFSEQ	GCF_054057015.1	GCA_054057015.1	paired	Bradyrhizobium sp. JR3.5	3470470	JR3.5	Contig	current		9639779	63.5	2	2	6355317	6355317	PRJNA1353940	SAMN53282694	DOE Joint Genome Institute	2025-12-17
CANON_01571	GCF_040548605.1	REFSEQ	GCF_040548605.1	GCA_040548605.1	paired	Bradyrhizobium sp. JR4.1	3156372	JR4.1	Contig	current		8785755	63	83	83	251730	251730	PRJNA1115458	SAMN41528345	DOE Joint Genome Institute	2024-07-08
CANON_01572	GCF_040547695.1	REFSEQ	GCF_040547695.1	GCA_040547695.1	paired	Bradyrhizobium sp. JR4.3	3156373	JR4.3	Contig	current		8801166	63	98	98	209167	209167	PRJNA1115459	SAMN41528262	DOE Joint Genome Institute	2024-07-08
CANON_01573	GCF_040547745.1	REFSEQ	GCF_040547745.1	GCA_040547745.1	paired	Bradyrhizobium sp. JR5.3	3156374	JR5.3	Contig	current		8965014	63	101	101	208003	208003	PRJNA1115460	SAMN41528374	DOE Joint Genome Institute	2024-07-08
CANON_01574	GCA_054056955.1	GENBANK		GCA_054056955.1	unpaired	Bradyrhizobium sp. JR6.1	3470501	JR6.1	Contig	current		9642137	63.5	2	2	6907504	6907504	PRJNA1353993	SAMN53281365	DOE Joint Genome Institute	2025-12-17
CANON_01575	GCF_040547735.1	REFSEQ	GCF_040547735.1	GCA_040547735.1	paired	Bradyrhizobium sp. JR7.2	3156375	JR7.2	Contig	current		9571747	63.5	82	82	305283	305283	PRJNA1115461	SAMN41528347	DOE Joint Genome Institute	2024-07-08
CANON_01576	GCF_018130165.1	REFSEQ	GCF_018130165.1	GCA_018130165.1	paired	Bradyrhizobium sp. JYMT SZCCT0180	2807666	JYMT SZCCT0180	Contig	current		8036090	62.5	50	50	253542	253542	PRJNA698083	SAMN17707966	The Chinese University of Hong Kong	2021-04-22
CANON_01577	GCF_018131075.1	REFSEQ	GCF_018131075.1	GCA_018131075.1	paired	Bradyrhizobium sp. JYMT SZCCT0428	2807673	JYMT SZCCT0428	Contig	current		9243757	61.5	180	180	134089	134089	PRJNA698083	SAMN17708011	The Chinese University of Hong Kong	2021-04-22
CANON_01578	GCF_018130885.1	REFSEQ	GCF_018130885.1	GCA_018130885.1	paired	Bradyrhizobium sp. KB893862 SZCCT0404	2807672	KB893862 SZCCT0404	Contig	current		8497077	65	27	27	565119	565119	PRJNA698083	SAMN17708003	The Chinese University of Hong Kong	2021-04-22
CANON_01579	GCF_005937905.2	REFSEQ	GCF_005937905.2	GCA_005937905.2	paired	Bradyrhizobium sp. KBS0725	2578113	KBS0725	Complete Genome	current		7308410	62.5	1	1	7308410	7308410	PRJNA539822	SAMN11620955	Indiana University	2019-07-31
CANON_01580	GCF_005937885.2	REFSEQ	GCF_005937885.2	GCA_005937885.2	paired	Bradyrhizobium sp. KBS0727	2578114	KBS0727	Complete Genome	current		7308448	62.5	1	1	7308448	7308448	PRJNA539822	SAMN11620956	Indiana University	2019-07-31
CANON_01581	GCF_055807355.1	REFSEQ	GCF_055807355.1	GCA_055807355.1	paired	Bradyrhizobium sp. Ken01	3691833	Ken01	Contig	current		8244354	63	334	334	127846	127846	PRJNA1429002	SAMN55977362	Murdoch University	2026-03-11
CANON_01582	GCF_055807435.1	REFSEQ	GCF_055807435.1	GCA_055807435.1	paired	Bradyrhizobium sp. Ken51	3691834	Ken51	Contig	current		8573199	63	230	230	236992	236992	PRJNA1429002	SAMN55977363	Murdoch University	2026-03-11
CANON_01583	GCF_055807555.1	REFSEQ	GCF_055807555.1	GCA_055807555.1	paired	Bradyrhizobium sp. Ken64	3691835	Ken64	Contig	current		7430722	63.5	161	161	238673	238673	PRJNA1429002	SAMN55977364	Murdoch University	2026-03-11
CANON_01584	GCF_055807395.1	REFSEQ	GCF_055807395.1	GCA_055807395.1	paired	Bradyrhizobium sp. Kon10	3691836	Kon10	Contig	current		7739994	63	452	452	213089	213089	PRJNA1429002	SAMN55977365	Murdoch University	2026-03-11
CANON_01585	GCF_055807535.1	REFSEQ	GCF_055807535.1	GCA_055807535.1	paired	Bradyrhizobium sp. Kon37	3691837	Kon37	Contig	current		7871507	63.5	374	374	218523	218523	PRJNA1429002	SAMN55977366	Murdoch University	2026-03-11
CANON_01586	GCF_055807655.1	REFSEQ	GCF_055807655.1	GCA_055807655.1	paired	Bradyrhizobium sp. Kon40	3691838	Kon40	Contig	current		8143133	63	409	409	267016	267016	PRJNA1429002	SAMN55977367	Murdoch University	2026-03-11
CANON_01587	GCF_055807675.1	REFSEQ	GCF_055807675.1	GCA_055807675.1	paired	Bradyrhizobium sp. Kon42	3691839	Kon42	Contig	current		8284231	63	415	415	201675	201675	PRJNA1429002	SAMN55977368	Murdoch University	2026-03-11
CANON_01588	GCF_055807475.1	REFSEQ	GCF_055807475.1	GCA_055807475.1	paired	Bradyrhizobium sp. Kon44	3691840	Kon44	Contig	current		8057971	63	703	703	271098	271098	PRJNA1429002	SAMN55977369	Murdoch University	2026-03-11
CANON_01589	GCF_055807635.1	REFSEQ	GCF_055807635.1	GCA_055807635.1	paired	Bradyrhizobium sp. Kon56	3691841	Kon56	Contig	current		8144405	63	696	696	227035	227035	PRJNA1429002	SAMN55977370	Murdoch University	2026-03-11
CANON_01590	GCF_055807455.1	REFSEQ	GCF_055807455.1	GCA_055807455.1	paired	Bradyrhizobium sp. Kon58	3691842	Kon58	Contig	current		8494450	63	723	723	212971	212971	PRJNA1429002	SAMN55977371	Murdoch University	2026-03-11
CANON_01591	GCF_055807515.1	REFSEQ	GCF_055807515.1	GCA_055807515.1	paired	Bradyrhizobium sp. Kon69	3691843	Kon69	Contig	current		8250290	63	641	641	207393	207393	PRJNA1429002	SAMN55977372	Murdoch University	2026-03-11
CANON_01592	GCF_055264925.1	REFSEQ	GCF_055264925.1	GCA_055264925.1	paired	Bradyrhizobium sp. KZN70725	3683834	KZN70725	Contig	current		9035410	63.5	250	250	134747	134747	PRJNA1420505	SAMN55233111	University of Pretoria	2026-02-17
CANON_01593	GCF_040547725.1	REFSEQ	GCF_040547725.1	GCA_040547725.1	paired	Bradyrhizobium sp. LA2.1	3156376	LA2.1	Contig	current		9928132	63.5	89	89	260214	260214	PRJNA1115462	SAMN41528348	DOE Joint Genome Institute	2024-07-08
CANON_01594	GCF_040547785.1	REFSEQ	GCF_040547785.1	GCA_040547785.1	paired	Bradyrhizobium sp. LA3.X	3156377	LA3.X	Contig	current		9590419	63.5	28	28	1016078	1016078	PRJNA1115463	SAMN41528324	DOE Joint Genome Institute	2024-07-08
CANON_01595	GCF_040547805.1	REFSEQ	GCF_040547805.1	GCA_040547805.1	paired	Bradyrhizobium sp. LA6.1	3156378	LA6.1	Contig	current		9291695	63.5	64	64	310013	310013	PRJNA1115464	SAMN41528261	DOE Joint Genome Institute	2024-07-08
CANON_01596	GCF_040547835.1	REFSEQ	GCF_040547835.1	GCA_040547835.1	paired	Bradyrhizobium sp. LA6.10	3156318	LA6.10	Contig	current		10242284	63.5	100	100	450295	450295	PRJNA1115377	SAMN41528349	DOE Joint Genome Institute	2024-07-08
CANON_01597	GCF_040547825.1	REFSEQ	GCF_040547825.1	GCA_040547825.1	paired	Bradyrhizobium sp. LA6.12	3156319	LA6.12	Contig	current		9608509	63.5	31	31	642416	642416	PRJNA1115378	SAMN41528376	DOE Joint Genome Institute	2024-07-08
CANON_01598	GCF_040547865.1	REFSEQ	GCF_040547865.1	GCA_040547865.1	paired	Bradyrhizobium sp. LA6.3	3156320	LA6.3	Contig	current		9608746	63.5	32	32	609343	609343	PRJNA1115379	SAMN41528249	DOE Joint Genome Institute	2024-07-08
CANON_01599	GCF_040547875.1	REFSEQ	GCF_040547875.1	GCA_040547875.1	paired	Bradyrhizobium sp. LA6.4	3156321	LA6.4	Contig	current		9706831	63.5	34	34	496138	496138	PRJNA1115380	SAMN41528281	DOE Joint Genome Institute	2024-07-08
CANON_01600	GCF_040547905.1	REFSEQ	GCF_040547905.1	GCA_040547905.1	paired	Bradyrhizobium sp. LA6.7	3156322	LA6.7	Contig	current		9707219	63.5	36	36	496138	496138	PRJNA1115381	SAMN41528258	DOE Joint Genome Institute	2024-07-08
CANON_01601	GCF_040547935.1	REFSEQ	GCF_040547935.1	GCA_040547935.1	paired	Bradyrhizobium sp. LA6.8	3156323	LA6.8	Contig	current		9590372	63.5	25	25	786358	786358	PRJNA1115382	SAMN41528326	DOE Joint Genome Institute	2024-07-08
CANON_01602	GCF_040547965.1	REFSEQ	GCF_040547965.1	GCA_040547965.1	paired	Bradyrhizobium sp. LA7.1	3156324	LA7.1	Contig	current		9817913	63.5	74	74	384425	384425	PRJNA1115383	SAMN41528222	DOE Joint Genome Institute	2024-07-08
CANON_01603	GCF_040549355.1	REFSEQ	GCF_040549355.1	GCA_040549355.1	paired	Bradyrhizobium sp. LA8.1	3156325	LA8.1	Contig	current		9590747	63.5	26	26	786358	786358	PRJNA1115384	SAMN41528303	DOE Joint Genome Institute	2024-07-08
CANON_01604	GCA_054056935.1	GENBANK		GCA_054056935.1	unpaired	Bradyrhizobium sp. LB1.3	3470533	LB1.3	Contig	current		7996444	63	2	2	7681366	7681366	PRJNA1354061	SAMN53281503	DOE Joint Genome Institute	2025-12-17
CANON_01605	GCF_040549385.1	REFSEQ	GCF_040549385.1	GCA_040549385.1	paired	Bradyrhizobium sp. LB11.1	3156326	LB11.1	Contig	current		7653939	63	63	63	459388	459388	PRJNA1115385	SAMN41528305	DOE Joint Genome Institute	2024-07-08
CANON_01606	GCF_040547925.1	REFSEQ	GCF_040547925.1	GCA_040547925.1	paired	Bradyrhizobium sp. LB12.1	3156327	LB12.1	Contig	current		7878163	63	90	90	208860	208860	PRJNA1115386	SAMN41528382	DOE Joint Genome Institute	2024-07-08
CANON_01607	GCF_054056815.1	REFSEQ	GCF_054056815.1	GCA_054056815.1	paired	Bradyrhizobium sp. LB13.1	3470491	LB13.1	Contig	current		7999408	63	2	2	7679950	7679950	PRJNA1353972	SAMN53281247	DOE Joint Genome Institute	2025-12-17
CANON_01608	GCF_040547985.1	REFSEQ	GCF_040547985.1	GCA_040547985.1	paired	Bradyrhizobium sp. LB14.3	3156328	LB14.3	Contig	current		8077691	63	100	100	242322	242322	PRJNA1115387	SAMN41528336	DOE Joint Genome Institute	2024-07-08
CANON_01609	GCF_040548005.1	REFSEQ	GCF_040548005.1	GCA_040548005.1	paired	Bradyrhizobium sp. LB5.2	3156329	LB5.2	Contig	current		7962367	63	90	90	172988	172988	PRJNA1115388	SAMN41528385	DOE Joint Genome Institute	2024-07-08
CANON_01610	GCA_054056695.1	GENBANK		GCA_054056695.1	unpaired	Bradyrhizobium sp. LB7.1	3470473	LB7.1	Contig	current		8794220	63	3	3	8054807	8054807	PRJNA1353943	SAMN53281246	DOE Joint Genome Institute	2025-12-17
CANON_01611	GCA_054056675.1	GENBANK		GCA_054056675.1	unpaired	Bradyrhizobium sp. LB7.2	3470457	LB7.2	Contig	current		8731218	63	4	4	7398893	7398893	PRJNA1353919	SAMN53281788	DOE Joint Genome Institute	2025-12-17
CANON_01612	GCF_040548035.1	REFSEQ	GCF_040548035.1	GCA_040548035.1	paired	Bradyrhizobium sp. LB8.2	3156330	LB8.2	Contig	current		8012592	63	82	82	179718	179718	PRJNA1115389	SAMN41528251	DOE Joint Genome Institute	2024-07-08
CANON_01613	GCA_054056895.1	GENBANK		GCA_054056895.1	unpaired	Bradyrhizobium sp. LB9.1b	3470461	LB9.1b	Contig	current		7872763	63	3	3	4657912	4657912	PRJNA1353923	SAMN53283187	DOE Joint Genome Institute	2025-12-17
CANON_01614	GCF_009931255.1	REFSEQ	GCF_009931255.1	GCA_009931255.1	paired	Bradyrhizobium sp. LCT2	2493093	LCT2	Complete Genome	current		9652610	64	2	2	9434376	9434376	PRJNA506870	SAMN10475296	Tohoku University	2020-01-27
CANON_01615	GCF_001424605.1	REFSEQ	GCF_001424605.1	GCA_001424605.1	paired	Bradyrhizobium sp. Leaf396	1736363	Leaf396	Scaffold	current		7709278	64	67	66	302212	302212	PRJNA297956	SAMN04151753	Max Planck Institute for Plant Breeding Research	2015-11-02
CANON_01616	GCF_920939485.1	REFSEQ	GCF_920939485.1	GCA_920939485.1	paired	Bradyrhizobium sp. Leaf401	2876564		Contig	current		7875708	63.5	100	100	237547	237547	PRJEB47672	SAMEA9963719	ETH ZURICH	2021-11-26
CANON_01617	GCF_055229415.2	REFSEQ	GCF_055229415.2	GCA_055229415.2	paired	Bradyrhizobium sp. Leo114	1571193	Leo114	Contig	current		9551005	62.5	302	302	178878	178878	PRJNA1419814	SAMN55198242	University of Pretoria	2026-03-17
CANON_01618	GCF_004212675.1	REFSEQ	GCF_004212675.1	GCA_004212675.1	paired	Bradyrhizobium sp. Leo121	1571195	Leo121	Contig	current		9749579	62.5	648	648	36967	36967	PRJNA420430	SAMN08398333	University of Pretoria	2019-02-19
CANON_01619	GCF_055413665.1	REFSEQ	GCF_055413665.1	GCA_055413665.1	paired	Bradyrhizobium sp. Leo167	3684034	Leo167	Contig	current		9879195	62.5	1106	1106	55887	55887	PRJNA1419823	SAMN55198536	University of Pretoria	2026-02-22
CANON_01620	GCF_004296405.1	REFSEQ	GCF_004296405.1	GCA_004296405.1	paired	Bradyrhizobium sp. Leo170	1571199	Leo170	Contig	current		9473874	62.5	1001	1001	20359	20359	PRJNA420429	SAMN08398332	University of Pretoria	2019-02-25
CANON_01621	GCF_059512445.1	REFSEQ	GCF_059512445.1	GCA_059512445.1	paired	Bradyrhizobium sp. Leo20	1571189	Leo20	Contig	current		9012319	62.5	894	894	24853	24853	PRJNA1424917	SAMN55400747	University of Pretoria	2026-07-19
CANON_01622	GCF_059512425.1	REFSEQ	GCF_059512425.1	GCA_059512425.1	paired	Bradyrhizobium sp. Leo78	1571190	Leo78	Contig	current		9307621	62.5	348	348	170308	170308	PRJNA1424917	SAMN55400748	University of Pretoria	2026-07-19
CANON_01623	GCF_055413685.1	REFSEQ	GCF_055413685.1	GCA_055413685.1	paired	Bradyrhizobium sp. LeoA1Lang	3684033	LeoA1Lang	Contig	current		9412307	62.5	731	731	47113	47113	PRJNA1419823	SAMN55198535	University of Pretoria	2026-02-22
CANON_01624	GCF_053850915.1	REFSEQ	GCF_053850915.1	GCA_053850915.1	paired	Bradyrhizobium sp. LeoA1S1	3470959	LeoA1S1	Contig	current		9744267	62.5	419	419	94567	94567	PRJNA1367014	SAMN53328173	University of Pretoria	2025-12-07
CANON_01625	GCF_059512265.1	REFSEQ	GCF_059512265.1	GCA_059512265.1	paired	Bradyrhizobium sp. LeoA1S1	3470959	LeoA1S1	Contig	current		9702109	62.5	531	531	61833	61833	PRJNA1365805	SAMN53294043	University of Pretoria	2026-07-19
CANON_01626	GCF_055230915.1	REFSEQ	GCF_055230915.1	GCA_055230915.1	paired	Bradyrhizobium sp. LeoB1S2	3683826	LeoB1S2	Contig	current		9968492	62.5	346	346	122589	122589	PRJNA1419847	SAMN55198999	University of Pretoria	2026-02-16
CANON_01627	GCF_055456055.1	REFSEQ	GCF_055456055.1	GCA_055456055.1	paired	Bradyrhizobium sp. LeoB3	3686269	LeoB3	Contig	current		9648843	62.5	506	506	78061	78061	PRJNA1424569	SAMN55389270	University of Pretoria	2026-02-23
CANON_01628	GCF_031157255.1	REFSEQ	GCF_031157255.1	GCA_031157255.1	paired	Bradyrhizobium sp. LHD-71	3072141	LHD-71	Contig	current		7483088	62.5	82	82	183287	183287	PRJNA1009208	SAMN37147879	College of life sciences	2023-09-05
CANON_01629	GCF_964252915.1	REFSEQ	GCF_964252915.1	GCA_964252915.2	paired	Bradyrhizobium sp. LjRoot220	3342284		Contig	current		7658220	62.5	31	31	888468	888468	PRJEB75483	SAMEA115676878	Aarhus University	2025-07-13
CANON_01630	GCF_054056595.1	REFSEQ	GCF_054056595.1	GCA_054056595.1	paired	Bradyrhizobium sp. LM2.3	3470532	LM2.3	Contig	current		8149947	63	3	3	3839896	3839896	PRJNA1354057	SAMN53282889	DOE Joint Genome Institute	2025-12-17
CANON_01631	GCA_054056575.1	GENBANK		GCA_054056575.1	unpaired	Bradyrhizobium sp. LM2.7	3470484	LM2.7	Contig	current		10421953	62.5	2	2	7804567	7804567	PRJNA1353958	SAMN53281789	DOE Joint Genome Institute	2025-12-17
CANON_01632	GCF_054056555.1	REFSEQ	GCF_054056555.1	GCA_054056555.1	paired	Bradyrhizobium sp. LM2.9	3470472	LM2.9	Contig	current		8154085	63	2	2	7822519	7822519	PRJNA1353942	SAMN53281432	DOE Joint Genome Institute	2025-12-17
CANON_01633	GCA_054056535.1	GENBANK		GCA_054056535.1	unpaired	Bradyrhizobium sp. LM3.2	3470465	LM3.2	Contig	current		8158151	63	2	2	7826540	7826540	PRJNA1353930	SAMN53282128	DOE Joint Genome Institute	2025-12-17
CANON_01634	GCA_054063875.1	GENBANK		GCA_054063875.1	unpaired	Bradyrhizobium sp. LM3.4	3470474	LM3.4	Contig	current		8154380	63	2	2	7822818	7822818	PRJNA1353944	SAMN53282693	DOE Joint Genome Institute	2025-12-17
CANON_01635	GCA_054060935.1	GENBANK		GCA_054060935.1	unpaired	Bradyrhizobium sp. LM3.6	3470464	LM3.6	Contig	current		8155074	63	2	2	7823482	7823482	PRJNA1353928	SAMN53281434	DOE Joint Genome Institute	2025-12-17
CANON_01636	GCA_054063455.1	GENBANK		GCA_054063455.1	unpaired	Bradyrhizobium sp. LM4.3	3470471	LM4.3	Contig	current		8155624	63	2	2	7824008	7824008	PRJNA1353941	SAMN53283188	DOE Joint Genome Institute	2025-12-17
CANON_01637	GCA_054060835.1	GENBANK		GCA_054060835.1	unpaired	Bradyrhizobium sp. LM6.10	3470517	LM6.10	Contig	current		8155419	63	3	3	3842186	3842186	PRJNA1354025	SAMN53281790	DOE Joint Genome Institute	2025-12-17
CANON_01638	GCA_054063955.1	GENBANK		GCA_054063955.1	unpaired	Bradyrhizobium sp. LM6.11	3470526	LM6.11	Contig	current		8155261	63	2	2	7823628	7823628	PRJNA1354040	SAMN53281366	DOE Joint Genome Institute	2025-12-17
CANON_01639	GCF_054061075.1	REFSEQ	GCF_054061075.1	GCA_054061075.1	paired	Bradyrhizobium sp. LM6.9	3470476	LM6.9	Contig	current		8156687	63	2	2	7825111	7825111	PRJNA1353946	SAMN53283121	DOE Joint Genome Institute	2025-12-17
CANON_01640	GCF_045571415.1	REFSEQ	GCF_045571415.1	GCA_045571415.1	paired	Bradyrhizobium sp. LMG 9283	592064	LMG 9283	Complete Genome	current		8811495	63	1	1	8811495	8811495	PRJNA944954	SAMN33769196	IRD	2024-12-03
CANON_01641	GCF_001693485.1	REFSEQ	GCF_001693485.1	GCA_001693485.1	paired	Bradyrhizobium sp. LMTR 3	189873	LMTR 3	Contig	current		7834745	62.5	55	55	423838	423838	PRJNA325368	SAMN05230121	Universidad Nacional Agraria La Molina	2016-07-25
CANON_01642	GCF_054053325.1	REFSEQ	GCF_054053325.1	GCA_054053325.1	paired	Bradyrhizobium sp. Lot11	3470962	Lot11	Contig	current		10021126	62.5	705	705	148374	148374	PRJNA1365835	SAMN53295641	University of Pretoria	2025-12-17
CANON_01643	GCF_059512285.1	REFSEQ	GCF_059512285.1	GCA_059512285.1	paired	Bradyrhizobium sp. Lot21	3470960	Lot21	Contig	current		9853267	62.5	326	326	148374	148374	PRJNA1365822	SAMN53295143	University of Pretoria	2026-07-19
CANON_01644	GCF_054053345.1	REFSEQ	GCF_054053345.1	GCA_054053345.1	paired	Bradyrhizobium sp. Lot33	3470961	Lot33	Contig	current		9851919	62.5	323	323	151398	151398	PRJNA1365829	SAMN53295259	University of Pretoria	2025-12-17
CANON_01645	GCF_000938255.1	REFSEQ	GCF_000938255.1	GCA_000938255.1	paired	Bradyrhizobium sp. LTSP849	1615890	LTSP849	Scaffold	current		8570160	63	63	57	339149	339149	PRJNA275239	SAMN03340218	University of British Columbia	2015-03-03
CANON_01646	GCF_000938285.1	REFSEQ	GCF_000938285.1	GCA_000938285.1	paired	Bradyrhizobium sp. LTSP857	1619231	LTSP857	Scaffold	current		8426077	63.5	66	50	278582	325117	PRJNA275239	SAMN03340243	University of British Columbia	2015-03-03
CANON_01647	GCF_000938305.1	REFSEQ	GCF_000938305.1	GCA_000938305.1	paired	Bradyrhizobium sp. LTSP885	1619232	LTSP885	Scaffold	current		7851216	63.5	60	43	213622	267594	PRJNA275239	SAMN03340244	University of British Columbia	2015-03-03
CANON_01648	GCF_000938235.1	REFSEQ	GCF_000938235.1	GCA_000938235.1	paired	Bradyrhizobium sp. LTSPM299	1619233	LTSPM299	Scaffold	current		9094432	63	104	100	201877	201877	PRJNA275239	SAMN03340245	University of British Columbia	2015-03-03
CANON_01649	GCF_003957705.1	REFSEQ	GCF_003957705.1	GCA_003957705.1	paired	Bradyrhizobium sp. LVM 105	2341115	LVM 105	Scaffold	current		8326213	64	99	97	415026	415026	PRJNA492229	SAMN10095282	University of Missouri	2018-12-20
