canonical_id	gcf_accession	gca_accession	pair_status	missing_partner_accession	original_representative_accession	original_representative_status	selected_accession	selected_source	selected_status	selection_reason	organism_name	tax_id	strain	assembly_level	genome_size_bp	gc_percent	number_of_contigs	contig_n50	genome_size_modified_z	gc_percent_modified_z	metadata_decision	pangenome_contiguity_class	synteny_class	sequence_qc_status	taxonomy_qc_status	flags
CANON_01717	GCF_053628615.1	GCA_053628615.1	paired		GCF_053628615.1	current	GCF_053628615.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 342	Contig	9109727	64	1	9109727	0.588305	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01718	GCF_053628635.1	GCA_053628635.1	paired		GCF_053628635.1	current	GCF_053628635.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 348	Contig	9209515	63.5	1	9209515	0.666421	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01719	GCF_053628715.1	GCA_053628715.1	paired		GCF_053628715.1	current	GCF_053628715.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 349	Contig	11471604	63	6	10321825	2.437239	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01720	GCF_053628735.1	GCA_053628735.1	paired		GCF_053628735.1	current	GCF_053628735.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 347	Contig	9724523	63.5	2	9430109	1.069582	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01721	GCF_053628755.1	GCA_053628755.1	paired		GCF_053628755.1	current	GCF_053628755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 338	Contig	9442060	63.5	1	9442060	0.848463	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01722	GCF_053628975.1	GCA_053628975.1	paired		GCF_053628975.1	current	GCF_053628975.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	USDA 381	Contig	8621121	63.5	1	8621121	0.205812	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01723	GCF_053629035.1	GCA_053629035.1	paired		GCF_053629035.1	current	GCF_053629035.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 350	Contig	9134364	64	1	9134364	0.607591	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01724	GCF_053629055.1	GCA_053629055.1	paired		GCF_053629055.1	current	GCF_053629055.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 352	Contig	9270875	64	1	9270875	0.714455	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01725	GCF_053629075.1	GCA_053629075.1	paired		GCF_053629075.1	current	GCF_053629075.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 356	Contig	9142569	64	1	9142569	0.614014	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01726	GCF_053629095.1	GCA_053629095.1	paired		GCF_053629095.1	current	GCF_053629095.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 372	3240379	USDA 372	Contig	7975116	64	1	7975116	-0.299896	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01727	GCF_053629115.1	GCA_053629115.1	paired		GCF_053629115.1	current	GCF_053629115.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 366	Contig	9322049	64	1	9322049	0.754516	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01728	GCF_053629155.1	GCA_053629155.1	paired		GCF_053629155.1	current	GCF_053629155.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 380	Contig	11366033	63	5	8137588	2.354595	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01729	GCF_053629275.1	GCA_053629275.1	paired		GCF_053629275.1	current	GCF_053629275.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	USDA 355	Contig	8832573	63.5	2	8421844	0.371342	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01730	GCF_053629395.1	GCA_053629395.1	paired		GCF_053629395.1	current	GCF_053629395.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	USDA 346	Contig	8830563	63.5	2	8419833	0.369769	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01731	GCF_053629475.1	GCA_053629475.1	paired		GCF_053629475.1	current	GCF_053629475.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 373	Contig	9524553	63.5	2	9227396	0.913041	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01732	GCF_053629495.1	GCA_053629495.1	paired		GCF_053629495.1	current	GCF_053629495.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 377	3240380	USDA 377	Contig	9385034	64	2	9264219	0.803822	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01733	GCF_053629615.1	GCA_053629615.1	paired		GCF_053629615.1	current	GCF_053629615.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 340	Contig	9768367	63.5	2	9473738	1.103904	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01734	GCF_053629655.1	GCA_053629655.1	paired		GCF_053629655.1	current	GCF_053629655.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 345	Contig	11664475	63	4	10857019	2.588223	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01735	GCF_053629695.1	GCA_053629695.1	paired		GCF_053629695.1	current	GCF_053629695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 361	Contig	11696917	63	5	8434296	2.613619	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01736	GCF_053629715.1	GCA_053629715.1	paired		GCF_053629715.1	current	GCF_053629715.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 362	Contig	11633602	63	4	10826117	2.564055	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01737	GCF_053629735.1	GCA_053629735.1	paired		GCF_053629735.1	current	GCF_053629735.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 351	Contig	9784582	63.5	2	9482816	1.116598	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01738	GCF_053629755.1	GCA_053629755.1	paired		GCF_053629755.1	current	GCF_053629755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	USDA 360	Contig	11712481	63	6	10857691	2.625803	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01739	GCF_053629775.1	GCA_053629775.1	paired		GCF_053629775.1	current	GCF_053629775.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 364	Contig	8953033	64	4	5846023	0.465641	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01740	GCF_053629815.1	GCA_053629815.1	paired		GCF_053629815.1	current	GCF_053629815.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 410	Contig	9664988	64	2	9449891	1.022976	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01741	GCF_053629835.1	GCA_053629835.1	paired		GCF_053629835.1	current	GCF_053629835.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 387	Contig	9528534	63.5	2	9231477	0.916157	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01742	GCF_053669695.1	GCA_053669695.1	paired		GCF_053669695.1	current	GCF_053669695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium guangdongense	1325090	T-2	Complete Genome	8152665	63	2	7173377	-0.160906	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01743	GCF_053669755.1	GCA_053669755.1	paired		GCF_053669755.1	current	GCF_053669755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium guangdongense	1325090	T-6	Complete Genome	7951875	63.5	2	6972587	-0.31809	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01744	GCF_053850915.1	GCA_053850915.1	paired		GCF_053850915.1	current	GCF_053850915.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. LeoA1S1	3470959	LeoA1S1	Contig	9744267	62.5	419	94567	1.085038	-1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01745	GCF_053891355.1	GCA_053891355.1	paired		GCF_053891355.1	current	GCF_053891355.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium denitrificans	2734912	SoilA	Complete Genome	8629737	64.5	2	8399321	0.212557	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01746	GCF_054049735.1	GCA_054049735.1	paired		GCF_054049735.1	current	GCF_054049735.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. P5_C12	3232649	P5_C12	Contig	8045492	64.5	151	134990	-0.244804	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01747	GCF_054049755.1	GCA_054049755.1	paired		GCF_054049755.1	current	GCF_054049755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. P5_C11_2	3232648	P5_C11_2	Scaffold	8274162	64.5	1101	12067	-0.065796	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01748	GCF_054052185.1	GCA_054052185.1	paired		GCF_054052185.1	current	GCF_054052185.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	RCAM0104	Contig	8553327	63.5	4	8530920	0.152741	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01749	GCF_054053325.1	GCA_054053325.1	paired		GCF_054053325.1	current	GCF_054053325.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. Lot11	3470962	Lot11	Contig	10021126	62.5	705	148374	1.30177	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01750	GCF_054053345.1	GCA_054053345.1	paired		GCF_054053345.1	current	GCF_054053345.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. Lot33	3470961	Lot33	Contig	9851919	62.5	323	151398	1.169311	-1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01751	GCF_054055655.1	GCA_054055655.1	paired		GCF_054055655.1	current	GCF_054055655.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4461	3469680	USDA 4461	Contig	8398325	64	1	8398325	0.031402	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01752	GCF_054055815.1	GCA_054055815.1	paired		GCF_054055815.1	current	GCF_054055815.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4503	3469644	USDA 4503	Contig	8868619	64	1	8868619	0.39956	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01753	GCF_054055825.1	GCA_054055825.1	paired		GCF_054055825.1	current	GCF_054055825.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4459	3469685	USDA 4459	Contig	7707705	63	2	7483088	-0.509232	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01754	GCF_054055915.1	GCA_054055915.1	paired		GCF_054055915.1	current	GCF_054055915.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4516	3469687	USDA 4516	Contig	9004519	64	1	9004519	0.505945	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01755	GCF_054056095.1	GCA_054056095.1	paired		GCF_054056095.1	current	GCF_054056095.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4518	3469666	USDA 4518	Contig	8921775	64	1	8921775	0.441171	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01756	GCF_054056175.1	GCA_054056175.1	paired		GCF_054056175.1	current	GCF_054056175.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4519	3469688	USDA 4519	Contig	9150349	63.5	1	9150349	0.620105	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01757	GCF_054056195.1	GCA_054056195.1	paired		GCF_054056195.1	current	GCF_054056195.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4523	3469670	USDA 4523	Contig	9679421	63.5	2	8939317	1.034275	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01758	GCF_054056205.1	GCA_054056205.1	paired		GCF_054056205.1	current	GCF_054056205.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4520	3469679	USDA 4520	Contig	9051676	63.5	1	9051676	0.542861	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01759	GCF_054056275.1	GCA_054056275.1	paired		GCF_054056275.1	current	GCF_054056275.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4449	3469668	USDA 4449	Contig	7851836	63	2	7627241	-0.396403	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01760	GCF_054056315.1	GCA_054056315.1	paired		GCF_054056315.1	current	GCF_054056315.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4529	3469678	USDA 4529	Contig	9178887	63.5	1	9178887	0.642445	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01761	GCF_054056355.1	GCA_054056355.1	paired		GCF_054056355.1	current	GCF_054056355.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3364	1115893	USDA 3364	Contig	8589311	64	2	8552614	0.180911	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01762	GCF_054056375.1	GCA_054056375.1	paired		GCF_054056375.1	current	GCF_054056375.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4522	3469643	USDA 4522	Contig	9679170	63.5	2	8939056	1.034078	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01763	GCF_054056435.1	GCA_054056435.1	paired		GCF_054056435.1	current	GCF_054056435.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4369	3469672	USDA 4369	Contig	8645122	64.5	2	8390212	0.224601	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01764		GCA_054056535.1	unpaired		GCA_054056535.1	current	GCA_054056535.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM3.2	3470465	LM3.2	Contig	8158151	63	2	7826540	-0.156612	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01765	GCF_054056555.1	GCA_054056555.1	paired		GCF_054056555.1	current	GCF_054056555.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. LM2.9	3470472	LM2.9	Contig	8154085	63	2	7822519	-0.159795	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01766		GCA_054056575.1	unpaired		GCA_054056575.1	current	GCA_054056575.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM2.7	3470484	LM2.7	Contig	10421953	62.5	2	7804567	1.615547	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01767	GCF_054056595.1	GCA_054056595.1	paired		GCF_054056595.1	current	GCF_054056595.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. LM2.3	3470532	LM2.3	Contig	8149947	63	3	3839896	-0.163034	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01768		GCA_054056675.1	unpaired		GCA_054056675.1	current	GCA_054056675.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LB7.2	3470457	LB7.2	Contig	8731218	63	4	7398893	0.291999	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01769		GCA_054056695.1	unpaired		GCA_054056695.1	current	GCA_054056695.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LB7.1	3470473	LB7.1	Contig	8794220	63	3	8054807	0.341318	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01770	GCF_054056795.1	GCA_054056795.1	paired		GCF_054056795.1	current	GCF_054056795.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3315	3469684	USDA 3315	Contig	9630305	63.5	1	9630305	0.995826	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01771	GCF_054056815.1	GCA_054056815.1	paired		GCF_054056815.1	current	GCF_054056815.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. LB13.1	3470491	LB13.1	Contig	7999408	63	2	7679950	-0.28088	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01772		GCA_054056835.1	unpaired		GCA_054056835.1	current	GCA_054056835.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. F1.13.1	3470463	F1.13.1	Contig	9217207	63	2	8794330	0.672443	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01773		GCA_054056895.1	unpaired		GCA_054056895.1	current	GCA_054056895.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LB9.1b	3470461	LB9.1b	Contig	7872763	63	3	4657912	-0.38002	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01774		GCA_054056935.1	unpaired		GCA_054056935.1	current	GCA_054056935.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LB1.3	3470533	LB1.3	Contig	7996444	63	2	7681366	-0.2832	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01775		GCA_054056955.1	unpaired		GCA_054056955.1	current	GCA_054056955.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. JR6.1	3470501	JR6.1	Contig	9642137	63.5	2	6907504	1.005088	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01776	GCF_054057015.1	GCA_054057015.1	paired		GCF_054057015.1	current	GCF_054057015.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. JR3.5	3470470	JR3.5	Contig	9639779	63.5	2	6355317	1.003242	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01777		GCA_054057055.1	unpaired		GCA_054057055.1	current	GCA_054057055.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. i1.4.4	3470483	i1.4.4	Contig	10212056	63.5	3	9721967	1.451234	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01778		GCA_054057075.1	unpaired		GCA_054057075.1	current	GCA_054057075.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. i1.7.7	3470527	i1.7.7	Contig	10049540	63.5	3	9563284	1.324013	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01779		GCA_054057095.1	unpaired		GCA_054057095.1	current	GCA_054057095.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. i1.3.6	3470519	i1.3.6	Contig	10041141	63.5	3	9554876	1.317438	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01780		GCA_054057175.1	unpaired		GCA_054057175.1	current	GCA_054057175.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. i1.3.1	3470513	i1.3.1	Contig	10042931	63.5	3	9556637	1.318839	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01781		GCA_054057195.1	unpaired		GCA_054057195.1	current	GCA_054057195.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM7.3	3470482	GM7.3	Contig	9218857	63	6	2928471	0.673734	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01782	GCF_054057395.1	GCA_054057395.1	paired		GCF_054057395.1	current	GCF_054057395.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3650	1115904	USDA 3650	Contig	8155958	63.5	1	8155958	-0.158329	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01783	GCF_054057515.1	GCA_054057515.1	paired		GCF_054057515.1	current	GCF_054057515.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4474	3470536	USDA 4474	Contig	7758683	63	2	7416869	-0.469325	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01784		GCA_054057695.1	unpaired		GCA_054057695.1	current	GCA_054057695.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM22.5	3470481	GM22.5	Contig	8577854	63	2	8157959	0.171942	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01785	GCF_054057875.1	GCA_054057875.1	paired		GCF_054057875.1	current	GCF_054057875.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4513	3469642	USDA 4513	Contig	9674973	63.5	3	8934856	1.030793	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01786	GCF_054057995.1	GCA_054057995.1	paired		GCF_054057995.1	current	GCF_054057995.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4486	3470502	USDA 4486	Contig	8315141	63.5	1	8315141	-0.033716	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01787		GCA_054058135.1	unpaired		GCA_054058135.1	current	GCA_054058135.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM24.11	3470490	GM24.11	Contig	10014479	63	5	3666573	1.296566	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01788	GCF_054058275.1	GCA_054058275.1	paired		GCF_054058275.1	current	GCF_054058275.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3256	3470503	USDA 3256	Contig	9047388	64	2	8739829	0.539504	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01789	GCF_054058595.1	GCA_054058595.1	paired		GCF_054058595.1	current	GCF_054058595.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4472	3470520	USDA 4472	Contig	7754772	63	2	7516936	-0.472387	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01790	GCF_054058795.1	GCA_054058795.1	paired		GCF_054058795.1	current	GCF_054058795.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4506	3469665	USDA 4506	Contig	9402626	63.5	2	8829559	0.817593	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01791	GCF_054059095.1	GCA_054059095.1	paired		GCF_054059095.1	current	GCF_054059095.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4510	3469641	USDA 4510	Contig	9319514	63.5	1	9319514	0.752531	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01792		GCA_054059355.1	unpaired		GCA_054059355.1	current	GCA_054059355.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM6.1	3470522	GM6.1	Contig	8687553	63	2	8268904	0.257817	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01793	GCF_054059395.1	GCA_054059395.1	paired		GCF_054059395.1	current	GCF_054059395.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4524	3469667	USDA 4524	Contig	9676802	63.5	2	8936691	1.032225	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01794	GCF_054059515.1	GCA_054059515.1	paired		GCF_054059515.1	current	GCF_054059515.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. URHC0002	1703002	URHC0002	Contig	8911129	62	1	8911129	0.432838	-2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01795	GCF_054060035.1	GCA_054060035.1	paired		GCF_054060035.1	current	GCF_054060035.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3262	3470494	USDA 3262	Contig	9045992	64	1	9045992	0.538412	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01796	GCF_054060175.1	GCA_054060175.1	paired		GCF_054060175.1	current	GCF_054060175.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4508	3469686	USDA 4508	Contig	8915745	64	1	8915745	0.436451	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01797	GCF_054060295.1	GCA_054060295.1	paired		GCF_054060295.1	current	GCF_054060295.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4509	3469683	USDA 4509	Contig	9320641	63.5	1	9320641	0.753413	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01798	GCF_054060315.1	GCA_054060315.1	paired		GCF_054060315.1	current	GCF_054060315.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4354	1115907	USDA 4354	Contig	8010184	63.5	1	8010184	-0.272444	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01799		GCA_054060835.1	unpaired		GCA_054060835.1	current	GCA_054060835.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM6.10	3470517	LM6.10	Contig	8155419	63	3	3842186	-0.15875	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01800		GCA_054060935.1	unpaired		GCA_054060935.1	current	GCA_054060935.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM3.6	3470464	LM3.6	Contig	8155074	63	2	7823482	-0.159021	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01801	GCF_054060965.1	GCA_054060965.1	paired		GCF_054060965.1	current	GCF_054060965.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3397	3470495	USDA 3397	Contig	8337756	63.5	1	8337756	-0.016013	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01802	GCF_054061055.1	GCA_054061055.1	paired		GCF_054061055.1	current	GCF_054061055.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. S3.14.4	3470486	S3.14.4	Contig	9921665	63.5	4	8748674	1.223909	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01803	GCF_054061075.1	GCA_054061075.1	paired		GCF_054061075.1	current	GCF_054061075.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. LM6.9	3470476	LM6.9	Contig	8156687	63	2	7825111	-0.157758	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
